,cmp_pass_completions,td_touchdown_passes,att_pass_attempts,rushing,sck_times_sacked,att_rushing_attempts,team,yds_passing_yards,passing,fpts_fantasy_points,fantasy,pct_completion_percentage,int_interceptions_thrown,fpts/g_fantasy_points_per_game,rate_passer_rating,misc,avg_average_yards_per_passing_attempt,year,g_games,player_name
17,95.3,13,—,520,—,4,3971,603,25,31,425.0,148,—,17,—,344,4.07,66.2,7.6,Jalen Hurts
